name,author,source
Self-supervised motor imagery EEG recognition model based on 1-D MTCNN-LSTM network.,Hu Cunlin;Ye Ye;Xie Nenggang,PubMed
Multiclass motor imagery classification with Riemannian geometry and temporal-spectral selection.,Zhaohui Li;Xiaohui Tan;Xinyu Li;Liyong Yin,PubMed
Assessing robustness to adversarial attacks in attention-based networks: Case of EEG-based motor imagery classification.,Nour El Houda Sayah Ben Aissa;Ahmed Korichi;Abderrahmane Lakas;Chaker Abdelaziz Kerrache;Carlos T Calafate,PubMed
Classification of motor imagery using chaotic entropy based on sub-band EEG source localization.,Jicheng Bi;Yunyuan Gao;Zheng Peng;Yuliang Ma,PubMed
EMPT: a sparsity Transformer for EEG-based motor imagery recognition.,Ming Liu;Yanbing Liu;Weiyou Shi;Yitai Lou;Yuan Sun;Qi Meng;Dezheng Wang;Fangzhou Xu;Yang Zhang;Lei Zhang;Jiancai Leng,PubMed
EEG motor imagery decoding: a framework for comparative analysis with channel attention mechanisms.,Martin Wimpff;Leonardo Gizzi;Jan Zerfowski;Bin Yang,PubMed
A feature enhanced EEG compression model using asymmetric encoding-decoding network,Xiangcun Wang;Jiacai Zhang;Xia Wu,PubMed
Channel reflection: Knowledge-driven data augmentation for EEG-based brain-computer interfaces.,Ziwei Wang;Siyang Li;Jingwei Luo;Jiajing Liu;Dongrui Wu,PubMed
EEG source imaging of hand movement-related areas: an evaluation of the reconstruction and classification accuracy with optimized channels.,Andres Soler;Eduardo Giraldo;Marta Molinas,PubMed
Attention-based convolutional neural network with multi-modal temporal information fusion for motor imagery EEG decoding.,Xinzhi Ma;Weihai Chen;Zhongcai Pei;Yue Zhang;Jianer Chen,PubMed
A two-stage transformer based network for motor imagery classification.,Priyanshu Chaudhary;Nischay Dhankhar;Amit Singhal;K P S Rana,PubMed
Recruiting neural field theory for data augmentation in a motor imagery brain-computer interface.,Daniel Polyakov;Peter A Robinson;Eli J Muller;Oren Shriki,PubMed
Continuous tracking using deep learning-based decoding for noninvasive brain-computer interface.,Dylan Forenzo;Hao Zhu;Jenn Shanahan;Jaehyun Lim;Bin He,PubMed
[A review on electroencephalogram based channel selection].,Xiangzhe Li;Dan Wang;Baiwen Zhang;Chaojie Fan;Jiaming Chen;Meng Xu;Yuanfang Chen,PubMed
Multi-Task Heterogeneous Ensemble Learning-Based Cross-Subject EEG Classification Under Stroke Patients.,Minji Lee;Hyeong-Yeong Park;Wanjoo Park;Keun-Tae Kim;Yun-Hee Kim;Ji-Hoon Jeong,PubMed
Enhancing Brain-Computer Interface Performance by Incorporating Brain-to-Brain Coupling.,Tianyu Jia;Jingyao Sun;Ciarán McGeady;Linhong Ji;Chong Li,PubMed
A Data Augmentation Method for Motor Imagery EEG Signals Based on DCGAN-GP Network.,Xiuli Du;Xiaohui Ding;Meiling Xi;Yana Lv;Shaoming Qiu;Qingli Liu,PubMed
Alignment-Based Adversarial Training (ABAT) for Improving the Robustness and Accuracy of EEG-Based BCIs.,Xiaoqing Chen;Ziwei Wang;Dongrui Wu,PubMed
Resting state EEG assisted imagined vowel phonemes recognition by native and non-native speakers using brain connectivity measures.,Ruchi Juyal;Hariharan Muthusamy;Niraj Kumar;Ashutosh Tiwari,PubMed
A single-joint multi-task motor imagery EEG signal recognition method based on Empirical Wavelet and Multi-Kernel Extreme Learning Machine.,Shan Guan;Longkun Cong;Fuwang Wang;Tingrui Dong,PubMed
Graph neural network based on brain inspired forward-forward mechanism for motor imagery classification in brain-computer interfaces.,Qiwei Xue;Yuntao Song;Huapeng Wu;Yong Cheng;Hongtao Pan,PubMed
Multimodal brain-controlled system for rehabilitation training: Combining asynchronous online brain-computer interface and exoskeleton.,Lei Liu;Jian Li;Rui Ouyang;Danya Zhou;Cunhang Fan;Wen Liang;Fan Li;Zhao Lv;Xiaopei Wu,PubMed
Model and Data Dual-Driven Double-Point Observation Network for Ultra-Short MI EEG Classification.,Xu Niu;Na Lu;Ruofan Yan;Huan Luo,PubMed
Classification of BCI-EEG Based on the Augmented Covariance Matrix.,Igor Carrara;Theodore Papadopoulo,PubMed
A brain functional network feature extraction method based on directed transfer function and graph theory for MI-BCI decoding tasks.,Pengfei Ma;Chaoyi Dong;Ruijing Lin;Huanzi Liu;Dongyang Lei;Xiaoyan Chen;Huan Liu,PubMed
Increasing accessibility to a large brain-computer interface dataset: Curation of physionet EEG motor movement/imagery dataset for decoding and classification.,Zaid Shuqfa;Abderrahmane Lakas;Abdelkader Nasreddine Belkacem,PubMed
Brain-machine interface based on deep learning to control asynchronously a lower-limb robotic exoskeleton: a case-of-study.,Laura Ferrero;Paula Soriano-Segura;Jacobo Navarro;Oscar Jones;Mario Ortiz;Eduardo Iáñez;José M Azorín;José L Contreras-Vidal,PubMed
Self-supervised contrastive learning for EEG-based cross-subject motor imagery recognition.,Wenjie Li;Haoyu Li;Xinlin Sun;Huicong Kang;Shan An;Guoxin Wang;Zhongke Gao,PubMed
Artifact removal and motor imagery classification in EEG using advanced algorithms and modified DNN.,Srinath Akuthota;RajKumar K;Janapati Ravichander,PubMed
Multi-scale spatiotemporal attention network for neuron based motor imagery EEG classification.,Venkata Chunduri;Yassine Aoudni;Samiullah Khan;Abdul Aziz;Ali Rizwan;Nabamita Deb;Ismail Keshta;Mukesh Soni,PubMed
Combining detrended cross-correlation analysis with Riemannian geometry-based classification for improved brain-computer interface performance.,Frigyes Samuel Racz;Satyam Kumar;Zalan Kaposzta;Hussein Alawieh;Deland Hu Liu;Ruofan Liu;Akos Czoch;Peter Mukli;José Del R Millán,PubMed
EISATC-Fusion: Inception Self-Attention Temporal Convolutional Network Fusion for Motor Imagery EEG Decoding.,Guangjin Liang;Dianguo Cao;Jinqiang Wang;Zhongcai Zhang;Yuqiang Wu,PubMed
Optimizing motion imagery classification with limited channels using the common spatial pattern-based integrated algorithm.,Shishi Chen;Xugang Xi;Ting Wang;Hangcheng Li;Maofeng Wang;Lihua Li;Zhong Lü,PubMed
Classification of Motor Imagery EEG signals using high resolution time-frequency representations and convolutional neural network.,V Srimadumathi;M Ramasubba Reddy,PubMed
Exploring EEG-based motor imagery decoding: a dual approach using spatial features and spectro-spatial Deep Learning model IFNet.,Javier V Juan;Rubén Martínez;Eduardo Iáñez;Mario Ortiz;Jesús Tornero;José M Azorín,PubMed
Individual-finger motor imagery classification: a data-driven approach with Shapley-informed augmentation.,Haneen Alsuradi;Arshiya Khattak;Ali Fakhry;Mohamad Eid,PubMed
Adaptive Time-Frequency Segment Optimization for Motor Imagery Classification.,Junjie Huang;Guorui Li;Qian Zhang;Qingmin Yu;Ting Li,PubMed
EEG rhythm separation and time-frequency analysis of fast multivariate empirical mode decomposition for motor imagery BCI.,Yang Jiao;Qian Zheng;Dan Qiao;Xun Lang;Lei Xie;Yi Pan,PubMed
A robust multi-branch multi-attention-mechanism EEGNet for motor imagery BCI decoding.,Haodong Deng;Mengfan Li;Jundi Li;Miaomiao Guo;Guizhi Xu,PubMed
Direct lingam and visibility graphs for analyzing brain connectivity in BCI.,Hoda Majdi;Mahdi Azarnoosh;Majid Ghoshuni;Vahid Reza Sabzevari,PubMed
Adaptive filter of frequency bands based coordinate attention network for EEG-based motor imagery classification.,Xiaoli Zhang;Yongxionga Wang;Yiheng Tang;Zhe Wang,PubMed
Optimized FFNN with multichannel CSP-ICA framework of EEG signal for BCI.,E Ramkumar;M Paulraj,PubMed
EEG-based brain-computer interface methods with the aim of rehabilitating advanced stage ALS patients.,Alireza Pirasteh;Manouchehr Shamseini Ghiyasvand;Majid Pouladian,PubMed
Temporal and spatial variability of dynamic microstate brain network in disorders of consciousness.,Yaqian Li;Junfeng Gao;Ying Yang;Yutong Zhuang;Qianruo Kang;Xiang Li;Min Tian;Haoan Lv;Jianghong He,PubMed
Classification Algorithm for fNIRS-based Brain Signals Using Convolutional Neural Network with Spatiotemporal Feature Extraction Mechanism.,Yuxin Qin;Baojiang Li;Wenlong Wang;Xingbin Shi;Cheng Peng;Yifan Lu,PubMed
Personalized motor imagery prediction model based on individual difference of ERP.,Haodong Deng;Mengfan Li;Haoxin Zuo;Huihui Zhou;Enming Qi;Xue Wu;Guizhi Xu,PubMed
Bidirectional feature pyramid attention-based temporal convolutional network model for motor imagery electroencephalogram classification.,Xinghe Xie;Liyan Chen;Shujia Qin;Fusheng Zha;Xinggang Fan,PubMed
Channel Selection for Stereo- Electroencephalography (SEEG)-Based Invasive Brain-Computer Interfaces Using Deep Learning Methods.,Xiaolong Wu;Guangye Li;Xin Gao;Benjamin Metcalfe;Dingguo Zhang,PubMed
Three-stage transfer learning for motor imagery EEG recognition.,Junhao Li;Qingshan She;Ming Meng;Shengzhi Du;Yingchun Zhang,PubMed
How Integration of a Brain-Machine Interface and Obstacle Detection System Can Improve Wheelchair Control via Movement Imagery.,Tomasz Kocejko;Nikodem Matuszkiewicz;Piotr Durawa;Aleksander Madajczak;Jakub Kwiatkowski,PubMed
Semi-supervised multi-source transfer learning for cross-subject EEG motor imagery classification.,Fan Zhang;Hanliang Wu;Yuxin Guo,PubMed
Unraveling motor imagery brain patterns using explainable artificial intelligence based on Shapley values.,Sergio Pérez-Velasco;Diego Marcos-Martínez;Eduardo Santamaría-Vázquez;Víctor Martínez-Cagigal;Selene Moreno-Calderón;Roberto Hornero,PubMed
Multilayer network-based channel selection for motor imagery brain-computer interface.,Shaoting Yan;Yuxia Hu;Rui Zhang;Daowei Qi;Yubo Hu;Dezhong Yao;Li Shi;Lipeng Zhang,PubMed
Subject-Independent Deep Architecture for EEG-Based Motor Imagery Classification.,Shadi Sartipi;Mujdat Cetin,PubMed
A study on the combination of functional connection features and Riemannian manifold in EEG emotion recognition.,Minchao Wu;Rui Ouyang;Chang Zhou;Zitong Sun;Fan Li;Ping Li,PubMed
Revealing brain connectivity: graph embeddings for EEG representation learning and comparative analysis of structural and functional connectivity.,Abdullah Almohammadi;Yu-Kai Wang,PubMed
Integrating EEG and Machine Learning to Analyze Brain Changes during the Rehabilitation of Broca's Aphasia.,Vanesa Močilnik;Veronika Rutar Gorišek;Jakob Sajovic;Janja Pretnar Oblak;Gorazd Drevenšek;Peter Rogelj,PubMed
Motor Imagery Classification for Asynchronous EEG-Based Brain-Computer Interfaces.,Huanyu Wu;Siyang Li;Dongrui Wu,PubMed
Classification of EEG Signals Based on Sparrow Search Algorithm-Deep Belief Network for Brain-Computer Interface.,Shuai Wang;Zhiguo Luo;Shaokai Zhao;Qilong Zhang;Guangrong Liu;Dongyue Wu;Erwei Yin;Chao Chen,PubMed
Toward Domain-Free Transformer for Generalized EEG Pre-Training.,Sung-Jin Kim;Dae-Hyeok Lee;Heon-Gyu Kwak;Seong-Whan Lee,PubMed
Graph Neural Network-Based EEG Classification: A Survey.,Dominik Klepl;Min Wu;Fei He,PubMed
Enhancing motor imagery detection efficacy using multisensory virtual reality priming.,Reza Amini Gougeh;Tiago H Falk,PubMed
Aggregating intrinsic information to enhance BCI performance through federated learning.,Rui Liu;Yuanyuan Chen;Anran Li;Yi Ding;Han Yu;Cuntai Guan,PubMed
Transfer learning with data alignment and optimal transport for EEG based motor imagery classification.,Chao Chu;Lei Zhu;Aiai Huang;Ping Xu;Nanjiao Ying;Jianhai Zhang,PubMed
Subject-independent meta-learning framework towards optimal training of EEG-based classifiers.,Han Wei Ng;Cuntai Guan,PubMed
M-FANet: Multi-Feature Attention Convolutional Neural Network for Motor Imagery Decoding.,Yiyang Qin;Banghua Yang;Sixiong Ke;Peng Liu;Fenqi Rong;Xinxing Xia,PubMed
A time segment adaptive optimization method based on separability criterion and correlation analysis for motor imagery BCIs.,Lei Zhu;Mengxuan Xu;Jieping Zhu;Aiai Huang;Jianhai Zhang,PubMed
Improved motor imagery classification using adaptive spatial filters based on particle swarm optimization algorithm.,Xiong Xiong;Ying Wang;Tianyuan Song;Jinguo Huang;Guixia Kang,PubMed
An in-depth survey on Deep Learning-based Motor Imagery Electroencephalogram (EEG) classification.,Xianheng Wang;Veronica Liesaputra;Zhaobin Liu;Yi Wang;Zhiyi Huang,PubMed
Boosting lower-limb motor imagery performance through an ensemble method for gait rehabilitation.,Jing Zhang;Dong Liu;Weihai Chen;Zhongcai Pei;Jianhua Wang,PubMed
Multiclass classification of motor imagery tasks based on multi-branch convolutional neural network and temporal convolutional network model.,Shiqi Yu;Zedong Wang;Fei Wang;Kai Chen;Dezhong Yao;Peng Xu;Yong Zhang;Hesong Wang;Tao Zhang,PubMed
Beta bursts question the ruling power for brain-computer interfaces.,Sotirios Papadopoulos;Maciej J Szul;Marco Congedo;James J Bonaiuto;Jérémie Mattout,PubMed
EEG-BCI-based motor imagery classification using double attention convolutional network.,V Sireesha;V V Satyanarayana Tallapragada;M Naresh;G V Pradeep Kumar,PubMed
TSPNet: a time-spatial parallel network for classification of EEG-based multiclass upper limb motor imagery BCI.,Jingfeng Bi;Ming Chu;Gang Wang;Xiaoshan Gao,PubMed
Effect of the period of EEG signals on the decoding of motor information.,Renling Zou;Liang Zhao;Shuang He;Xiaobo Zhou;Xuezhi Yin,PubMed
The effects of positions on deviant processing in mostly incompatible blocks in the flanker task.,Kota Suzuki,PubMed
Multi-domain feature joint optimization based on multi-view learning for improving the EEG decoding.,Bin Shi;Zan Yue;Shuai Yin;Junyang Zhao;Jing Wang,PubMed
"Decoding speech information from EEG data with 4-, 7- and 11-month-old infants: Using convolutional neural network, mutual information-based and backward linear models.",Mahmoud Keshavarzi;Áine Ní Choisdealbha;Adam Attaheri;Sinead Rocha;Perrine Brusini;Samuel Gibbon;Panagiotis Boutris;Natasha Mead;Helen Olawole-Scott;Henna Ahmed;Sheila Flanagan;Kanad Mandke;Usha Goswami,PubMed
A multi-band centroid contrastive reconstruction fusion network for motor imagery electroencephalogram signal decoding.,Jiacan Xu;Donglin Li;Peng Zhou;Chunsheng Li;Zinan Wang;Shenghao Tong,PubMed
Pseudo-online framework for BCI evaluation: a MOABB perspective using various MI and SSVEP datasets.,Igor Carrara;Theodore Papadopoulo,PubMed
Frequency Domain Channel-Wise Attack to CNN Classifiers in Motor Imagery Brain-Computer Interfaces.,Xiuyu Huang;Kup-Sze Choi;Shuang Liang;Yuanpeng Zhang;Yingkui Zhang;Simon Poon;Witold Pedrycz,PubMed
Transferring a deep learning model from healthy subjects to stroke patients in a motor imagery brain-computer interface.,Aarthy Nagarajan;Neethu Robinson;Kai Keng Ang;Karen Sui Geok Chua;Effie Chew;Cuntai Guan,PubMed
ADFCNN: Attention-Based Dual-Scale Fusion Convolutional Neural Network for Motor Imagery Brain-Computer Interface.,Wei Tao;Ze Wang;Chi Man Wong;Ziyu Jia;Chang Li;Xun Chen;C L Philip Chen;Feng Wan,PubMed
Dual selections based knowledge transfer learning for cross-subject motor imagery EEG classification.,Tian-Jian Luo,PubMed
"Selecting a sleep tracker from EEG-based, iteratively improved, low-cost multisensor, and actigraphy-only devices.",Ju Lynn Ong;Hosein Aghayan Golkashani;Shohreh Ghorbani;Kian F Wong;Nicholas I Y N Chee;Adrian R Willoughby;Michael W L Chee,PubMed
Transfer Learning with CNN Models for Brain-Machine Interfaces to command lower-limb exoskeletons: A Solution for Limited Data,L Ferrero;V Quiles;P Soriano-Segura;M Ortiz;E Ianez;J L Contreras-Vidal;J M Azorin,PubMed
Score-Based Data Generation for EEG Spatial Covariance Matrices: Towards Boosting BCI Performance.,Ce Ju;Reinmar Josef Kobler;Cuntai Guan,PubMed
Exploring the Effects of Offline Paradigms and Feature Extraction Techniques on Performance of Motor Imagery Brain-Computer Interface: Longitudinal Pilot Study.,E Fenton;J F Dick;A Hayes;R Castles;J C Mizelle;S Kim,PubMed
Impact of the baseline temporal selection on the ERD/ERS analysis for Motor Imagery-based BCI.,Sebastien Rimbert;David Trocellier;Fabien Lotte,PubMed
A Phase-based EEG Epoch Selection Method for Decoding Bi-directional Hand Movement Imagination in Stroke Patients.,Sagila Gangadharan K;A P Vinod;R Subasree,PubMed
An Evaluation of Hybrid Deep Learning Models for Classifying Multiple Lower Limb Actions.,Zilu Wang;Ian Daly;Junhua Li,PubMed
A Few-Shot Transfer Learning Approach for Motion Intention Decoding from Electroencephalographic Signals.,Nadia Mammone;Cosimo Ieracitano;Rossella Spataro;Christoph Guger;Woosang Cho;Francesco Carlo Morabito,PubMed
A design and implementation of multi-character classification scheme based on motor imagery EEG signals.,Hongguang Pan;Yibo Zhang;Li Li;Xuebin Qin,PubMed
Fractal Dimension as a discriminative feature for high accuracy classification in motor imagery EEG-based brain-computer interface.,Sadaf Moaveninejad;Valentina D'Onofrio;Franca Tecchio;Francesco Ferracuti;Sabrina Iarlori;Andrea Monteriù;Camillo Porcaro,PubMed
Signature methods for brain-computer interfaces.,Xiaoqi Xu;Darrick Lee;Nicolas Drougard;Raphaëlle N Roy,PubMed
Cauchy non-convex sparse feature selection method for the high-dimensional small-sample problem in motor imagery EEG decoding.,Shaorong Zhang;Qihui Wang;Benxin Zhang;Zhen Liang;Li Zhang;Linling Li;Gan Huang;Zhiguo Zhang;Bao Feng;Tianyou Yu,PubMed
Recognition of motor intentions from EEGs of the same upper limb by signal traceability and Riemannian geometry features.,Meng Zhang;Jinfeng Huang;Shoudong Ni,PubMed
Variance characteristic preserving common spatial pattern for motor imagery BCI.,Wei Liang;Jing Jin;Ren Xu;Xingyu Wang;Andrzej Cichocki,PubMed
Noise-Factorized Disentangled Representation Learning for Generalizable Motor Imagery EEG Classification.,Jinpei Han;Xiao Gu;Guang-Zhong Yang;Benny Lo,PubMed
Perspective of Signal Processing-Based on Brain-Computer Interfaces Using Machine Learning Methods.,Ruyue He,PubMed
BrainGridNet: A two-branch depthwise CNN for decoding EEG-based multi-class motor imagery.,Xingfu Wang;Yu Wang;Wenxia Qi;Delin Kong;Wei Wang,PubMed
Self-Supervised EEG Representation Learning with Contrastive Predictive Coding for Post-Stroke Patients.,Fangzhou Xu;Yihao Yan;Jianqun Zhu;Xinyi Chen;Licai Gao;Yanbing Liu;Weiyou Shi;Yitai Lou;Wei Wang;Jiancai Leng;Yang Zhang,PubMed
